id,lat,lon
13314181513,39.0876,-94.6354
13314181514,39.1043,-94.6103
13314181515,39.1046,-94.6102
13314181516,39.1045,-94.6105
13314181517,39.1045,-94.6101
13314639903,37.7554,-97.4587
13314825301,37.744,-97.2448
13315445101,37.1885,-101.348
13315522401,39.179,-94.5908
13315537901,37.7226,-97.2863
13315538101,37.7157,-97.2899
13315562601,37.1699,-101.353
13315817301,38.1449,-97.4193
13315817302,38.9337,-97.2608
13316261301,37.7301,-97.4624
13317749801,37.5286,-95.4713
13317750801,37.5289,-95.4714
13317751001,37.5287,-95.4718
13317872501,37.7159,-97.2965
13317873001,37.7086,-97.2989
13317947044,39.1187,-94.635
13317947045,39.1187,-94.6353
13317947046,39.1184,-94.6353
13317947047,39.1184,-94.635
13317947048,39.1138,-94.6267
13317947049,39.1137,-94.627
13317947050,39.1135,-94.627
13317947051,39.1135,-94.6267
13317947052,39.1169,-94.6732
13317947053,39.1166,-94.673
13318064101,38.8703,-95.687
13318175601,37.5776,-97.1469
13318184701,37.6055,-97.1355
13318245001,38.8798,-94.6622
13318254001,37.6531,-97.1352
13318268601,37.6649,-97.1523
13318314401,37.6793,-97.1581
13318327201,37.679,-97.1355
13318337401,37.6799,-97.1351
13318396801,37.6624,-97.2329
13318411501,37.6455,-97.2421
13318442801,37.6082,-97.3157
13318446001,37.6176,-97.3156
13318448901,37.6223,-97.3272
13318452301,37.6223,-97.3273
13318468601,37.6522,-97.348
13318488101,37.6405,-97.2987
13318496801,37.635,-97.28
13318532934,37.0439,-95.5774
13318534463,37.0412,-95.5776
13319254402,38.4068,-96.3685
13319257101,38.4069,-96.3689
13319641001,38.8999,-97.2136
13319792903,37.7153,-97.2807
13319812801,37.7092,-97.2805
13319831501,37.7158,-97.2822
13319870005,39.1028,-94.6261
13319870006,39.1028,-94.6264
13319870007,39.1026,-94.6264
13319870008,39.1026,-94.6261
13319870009,39.1009,-94.6353
13319870010,39.1009,-94.6356
13319870011,39.1006,-94.6353
13319870012,39.1007,-94.6355
13319870013,39.1062,-94.6496
13319870014,39.0986,-94.6496
13319870015,39.0988,-94.6492
13319908693,39.1168,-94.7517
13319908694,39.1164,-94.752
13319966229,39.0298,-94.6258
13319966230,39.0298,-94.626
13319966231,39.0296,-94.6257
13319966232,39.0295,-94.626
13319966233,39.0283,-94.6076
13319966234,39.0151,-94.6078
13319966235,39.0152,-94.6079
13319966236,39.0153,-94.6077
13319966237,39.0151,-94.6076
13322963001,37.2236,-95.7108
13323202101,37.781,-97.4592
13324607196,38.065,-97.901
13324801401,37.7724,-97.3354
13324801501,37.769,-97.3357
13326115101,37.6797,-97.4276
13326119101,37.6796,-97.4624
13326668201,38.8788,-94.7624
13328637601,38.9546,-94.666
13328637701,38.9546,-94.666
13328941601,39.1804,-96.0359
13332271471,37.7398,-97.4808
13332271472,37.7656,-97.4805
13332271473,37.7803,-97.4807
13332271474,37.7803,-97.4633
13334819136,39.8067,-94.8149
13334819137,39.8066,-94.8153
